type,theme,title,price,sales,user_comment_date,user_buy_type,user_content,user_albums,user_reply,user_append_date,user_append,user_reply_flag,polarity
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,真的好小，抽到了小画家和圣诞?,0,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,抽到第二喜欢的小黄人还是不错的，但是手枪是断的，品控不行,3,回复：亲爱的，很抱歉没有让您满意，购物有任何问题可以随时联系在线客服哦，创造潮流、传递美好，泡泡一直都在哦,,,是,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒【单个盲盒随机发 整盒请拍9个】,买了一盒，还行。,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,一套常规款……,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,提前到货了，还可以吧,0,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,抽了个最丑的????,0,回复：您好，盲盒随机发货，存在不确定性呦~每款娃娃都有独特的可爱之处呀~也希望您以后可以抽取到自己喜欢的款式呀~售后任何问题可以随时联系在线客服哦，~您的满意是我们永恒的追求~,,,是,消极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,完美！很可爱的一套，端盒,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒【单个盲盒随机发 整盒请拍9个】,关注很久了，看到有货就拍下了，等了一段时间才发货的，外包装还是很不错的，先收藏着留着下次开盲盒。,6,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,整体评价：包装完好 使用手感：比较轻 预售11月份发货，没想到提前发货了，没抱有太大希望买了2个，本以为幸运不会降临到我着，万万没想到呀，拆开第一盒居然是金卡～金卡?，第二盒也不错，爱了爱了??,3,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,可爱?,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,很好，五分！！,0,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒【单个盲盒随机发 整盒请拍9个】,线上抢了两个结果好像是最不好看的 线下门店抢了一个居然是我喜欢的！很开心啦！特别精巧 能看出创作者的用心 就是多会儿我能中一个隐藏啊！,2,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒【单个盲盒随机发 整盒请拍9个】,整体评价：这一系列抢了好久终于抢到了！预计11月发货，但是这个月就收到货了！！很开心！！ 做工质量：质量很不错，没有瑕疵！ 外形外观：超级喜欢的一个系列！,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,客服比较垃圾。只会自动回复?机械回复不处理任何问题无语住，一天到晚都推送消息过来又不解决问题,1,回复：亲爱的，很抱歉没有让您满意，购物有任何问题可以随时联系在线客服哦，创造潮流、传递美好，泡泡一直都在哦,,,是,消极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,这次抢了两个散盒 和以前的重复了海绵宝宝 出了我没有的大久保 开心 立马端了整盒 还没发货 希望出隐藏吧hhhhh,2,回复：亲爱的， 单独购买多个的话，可能存在重复的情况呢，整盒购买款式不重复哦，盲盒的特别之处就是不确定性呢，祝您欧气满满，抽到喜欢的款式哦~,,,是,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,感谢天猫让我拥有了“亲生女儿”?一共就买了俩，第二个是隐藏,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,说实话！这个质量真的一般般，为了颜值而冲的！,1,,,,否,消极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒【单个盲盒随机发 整盒请拍9个】,做工精美 值得入手 可惜没有一发入魂,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,专吃饥饿营销的饼，不服又去线上抽了一只，可以接受，支持240够了,4,,,,否,消极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒【单个盲盒随机发 整盒请拍9个】,运气还不错，抢得好费劲，愿世间再无饥饿销售。,3,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,蹲直播间蹲到的?说11月5号前发货结果10月8就发货啦~每一只都好喜欢?,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒【单个盲盒随机发 整盒请拍9个】,还不错，和质感相比，价格有点小贵,4,回复：亲爱的您好，我们家商品的价格都是公开透明的哦，价格有变动一般都是有活动或是款式更新增加新品了，不会随意改动价格的哦，您放心购买呢~您有任何问题都可以直接联系我们店铺客服，期待您的再次光临哦！,,,是,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒【单个盲盒随机发 整盒请拍9个】,这个系列做工不错，可玩性强,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,整体评价：非常好,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒【单个盲盒随机发 整盒请拍9个】,比较轻 看着还行,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒【单个盲盒随机发 整盒请拍9个】,直播间抢到的，等了差不多一个月，值了,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,啊啊啊啊啊！激动！最后一个！是隐藏！太开心啦！,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,外形外观：很好,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒【单个盲盒随机发 整盒请拍9个】,喜提许多小娃，哈哈哈！,2,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,拆第二盒了，没出隐藏，心在滴血啊,1,,,,否,消极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,开心到飞起！,1,,,,否,积极
Molly,MEGA珍藏系列,POPMART泡泡玛特 MEGA珍藏系列100% SPACE MOLLY周年盲盒预售,79,10000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 MEGA100%周年盲盒随机1个,太开心了,3,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 随机1个,整体评价：想要西瓜妹，这个吧，不是最想要的也不是最不想要的，反正也还行。然后就是娃手里的笔有点难安装，当然也不是特别难反正也有费事儿，也没有很费事儿，但还是花费了一些时间，最后安上了 物流很快很快很快 做工质量：品控有待加强,2,回复：您好，娃娃非艺术品，不存在绝对完美哦，如果有明显瑕疵，请第一时间联系在线客服，竭尽所能的为您解决遇到的产品问题， 也感谢您对泡泡玛特的支持哦！,,,是,消极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 整盒12个,基础款的一盒，送了5个夹子有4个重复，SP包倒是不错,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 随机1个,太开心了，第一次买就买到了自己心心念念的西瓜。,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 随机1个,第一次买泡泡玛特,1,,,,否,中性
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 随机1个,虽然没有抽到喜欢的 但这个也不错,3,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 随机1个,我为数不多的崽崽们,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 随机1个,外形外观：抽中了隐藏款！买了六个不同系列的盲盒，拆的第一个就这个这个系列，拆出了隐藏款，实在是震惊了,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 随机1个,抽到了三个雷，没有抽到我想要的西瓜。,0,,,,否,消极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 随机1个,第一次买泡泡玛特molly 真的太可爱了，虽然没有抽到西瓜妹妹,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 随机1个,好看，很喜欢?送给自己几个盲盒玩玩,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 整盒12个,3万多块钱的盲盒，体验一般。 先说快递，唯一称赞的地方。顺丰快递，就不用多说 接下来说下采购过程。由于采购量大，咨询客服有没有优惠，客服提供对接人联系方式，给这个郭生的邮箱发了几个邮件都没有人回复，也没有电话，无奈只能返回淘宝下单。 选用了购物金采购，毕竟还有50元优惠，当采购了2万多元的订单要付款的时候，发现并不能支付，客服回复是买了不能用购物金的商品，好，取消订单，单独下单，结果发现单独下单都可以下，客户又说只能下1万内的单，无语，又把近600个盲盒拆为若干个单采购。 后面两个事也很折腾 1、购物金退款，买之前客服说到时候直接推就好了，后面被【吉象】这个客服忽悠，说我要提供所有订单才能找到哪个订单没有使用完。30多个订单！！！半夜在那截订单的图，还给客户复制，结果不知道眼睛花了还是怎样，最后也没找到对应的，折腾人玩呢。白天小小泡泡客服还算靠谱，直接选2个订单给我退了，这里体验非常差。 2、开发票，主要是客服说辞都不一样的，现在都10月了，有的说已经开了哦，有的反馈我说还没有开，反正一脸懵*，看10月下旬有没有发票发出通知吧。 盲盒目前还好，大厂出品，相信不会有啥问题。,5,回复：亲爱的，很抱歉没有让您满意，购物有任何问题可以随时联系在线客服哦，创造潮流、传递美好，泡泡一直都在哦,,,是,消极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 整盒12个,包装完整无破损，第一次整盒买，购物经历很愉快！有送好多盲盒，也很喜欢！,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,很可爱，第一次购买非常满意，物流非常快用的顺丰，是正品，一次买了两个就想做装饰很可爱的小物件，大家快来买吧，你值得拥有,1,,36天后追评,很可爱，第一次购买非常满意，物流非常快用的顺丰，是正品，一次买了两个就想做装饰很可爱的小物件，大家快来买吧，你值得拥有,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 随机1个,没有抽到喜欢的,0,,,,否,中性
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Oct,盲盒随机发不指定 不支持无理由退货退款 随机1个,有没有换的 拆了 没有摆出来 还在盒子里,1,,,,否,中性
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【整盒含12个盲盒】,很喜欢茉莉！爱了爱了，有积分还能便宜！,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 随机1个,抽的还行,1,,,,否,中性
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,买来送朋友的，虽然没抽到想要的西瓜妹但是还是很开心啦～～一起拆盲盒什么的超开心的说～～,0,,85天后追评,买来送朋友的，虽然没抽到想要的西瓜妹但是还是很开心啦～～一起拆盲盒什么的超开心的说～～,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 随机1个,整体评价：很好 使用手感：顺滑 做工质量：精致 外形外观：新颖,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,趁活动入手可是抽不到想要的西瓜妹，有点失望但发现一道彩虹也有点意思，不错还好看冰淇淋色彩鲜艳，手感做工精细，molly手臂就是有点划痕冰淇淋棒斜了，但不影响，准备又入手其他的,2,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,送给朋友的，她很喜欢，质量不错,0,,90天后追评,送给朋友的，她很喜欢，质量不错,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,实在太差劲太差劲，缺了配件，说好10天补，现在一个月了还没补发，还是旗舰店呢！真的太气人?,3,,30天后追评,实在太差劲太差劲，缺了配件，说好10天补，现在一个月了还没补发，还是旗舰店呢！真的太气人?,否,消极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,拆到了大家都爱的西瓜妹，感觉运气棒棒的,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 随机1个,发货很快,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,整体评价：nice,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,没有抽到自己喜欢的,1,,,,否,消极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,完美，抽到风来了，扇叶还能转，很喜欢这个款，配色非常夏天，清清爽爽，也没有瑕疵，一秒回到小时候，太有感觉了。,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,挺好的,2,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 随机1个,运气也够差，拍3个给我发3个一样的？笑死,0,回复：亲爱的， 单独购买多个的话，可能存在重复的情况呢，整盒购买款式不重复哦，盲盒的特别之处就是不确定性呢，祝您欧气满满，抽到喜欢的款式哦~,,,是,消极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,没收抽到最喜欢的，但是也很棒啦，希望以后幸运呀,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,一共也就买了两个 一个坏了 一个少了配件 这是送给朋友的 真的很无语 ****,0,回复：亲爱的，很抱歉没有让您满意，购物有任何问题可以随时联系在线客服哦，创造潮流、传递美好，泡泡一直都在哦,13天后追评,一共也就买了两个 一个坏了 一个少了配件 这是送给朋友的 真的很无语 ****,是,消极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,太幸运了！！抽到了 我决定和你在一起！！,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,不错 都是molly小可爱,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,超可爱 超喜欢！！！,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,给朋友买的礼物，朋友很喜欢 做工质量：目测无瑕疵,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,大爱！！！湖人队潜水救生员,4,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,第一次买盲盒，抽到了等风来，也只有茉莉能让我有买盲盒的念想? 现在贴车上了,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,朋友收到的，可可爱爱～她也蛮喜欢的,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,第一次买盲盒，开出了大热款～开森！,1,回复：感谢您对泡泡玛特的支持~祝您生活愉快，欧气满满~?(^?^*),,,是,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Jan,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,唉 永远抽不中喜欢的款,1,回复：您好，盲盒随机发货，存在不确定性呦~每款娃娃都有独特的可爱之处呀~也希望您以后可以抽取到自己喜欢的款式呀~售后任何问题可以随时联系在线客服哦，~您的满意是我们永恒的追求~,,,是,中性
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【整盒含12个盲盒】,很好，孩子很喜欢。,2,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,官妈爱我?,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【整盒含12个盲盒】,还是很好的,2,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,太棒啦,1,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,好看，不愧是我女朋友喜欢的,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【整盒含12个盲盒】,整体评价：好? 使用手感：服务好? 做工质量：小二好? 外形外观：体验好?,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,整体评价：挺好,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,很可爱朋友很喜欢,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,孩子喜欢,0,,,,否,积极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Apr,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【整盒含12个盲盒】,还没拆，送了不少东西，好评,0,,52天后追评,还没拆，送了不少东西，好评,否,消极
Molly,我的小时候,POPMART泡泡玛特 MOLLY我的小时候系列手办盲盒摆件潮流礼物玩具,59,3000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 MOLLY我的小时候【单个盲盒随机发 整盒请拍12件】,开到隐藏款！超级棒！,0,,,,否,积极
